"HITID","Tweet","Worker1","Answer1","Worker2","Answer2","Agreement","Answer","Date"
"25HFYQS1CSTM1PB252VIK1EYHTPOL9","Evangelicals say that Obama will cause the end of times. Isn't that what all Christians want? #Godspeed","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 07:27:30 UTC 2012"
"241KM05BMJTUU8AD83G9ZA7S92FJEZ","RT @drewmcomedy: News sources say the election is ""neck-and-neck."" It's not. Obama will win. Amazing that the media has to propagandize ","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 23:56:53 UTC 2012"
"2U0PDOBDDP8PW6Y55NZXUB3Q7FSD2D","RT @Pompanopete: The people down in New Orleans they dont care about as much! Sen Obama shouts in June of 2007. Now. ""he"" became ""the","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 01:11:40 UTC 2012"
"24BL0XULRGNTOTHXENO5NP7NA8D4Q5","RT @RebeccaB70: @iheart_jaya I'm catching up.  Been away 8 weeks and in shock that the polling is tied between Obama and Rmoney.","A3169N2SCN3ENK","hopeful","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 02:29:49 UTC 2012"
"2XO7D1X3V0FKDM2VUT51U7PKOFEKD6","RT @AdamSerwer: This Dem is definitely voting Romney because of his views on the issues. Issues like where Obama was born: http://t.co/y","A2ZBYVQLDUZOV7","hopeful","A182JW8U6PO60U","none","No","no_agreement","Mon Nov 19 14:52:08 UTC 2012"
"2H6NNVRH1KHOMOU23HXN39LK0DQPYK","RT @cwagner75: America-Wake up-save yourself before you lose yourself-a vote for Obama will destroy our way of life over the next four years","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 00:54:28 UTC 2012"
"2PW4BLYHVI4412GVD4ZDVEZSFGIV1D","because we cant afford 4 more years of obama RT @thewarinside13: If anyone can give me a rational reason to vote for Romney. I'll be very -","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 00:02:22 UTC 2012"
"2ACHYW2GTP9RNH6GOWS6HYSOJDTNS8","I counted the black people in an Obama add. there were 7.","A2ZBYVQLDUZOV7","mocking","ATBZC1F0M7F2F","sad","No","no_agreement","Mon Nov 19 00:00:17 UTC 2012"
"2TEY2AOO2GMMRQ2Z80JCU6IAE8L55Y","I'm so ""shocked"" that the price of gas dropped 65-cents p/gal. just 2 weeks before the election. Obama &amp; his goons must think we're stupid.","A2ZBYVQLDUZOV7","angry","A2A2VSZ2C8PC19","funny","No","no_agreement","Sun Nov 18 19:28:11 UTC 2012"
"2RT6BFMFFOYYV3F4BP4GMSC0V3PLYI","NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86% http://t.co/UsJNRveD via @bi_politics","A2ZBYVQLDUZOV7","happy","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 16:56:01 UTC 2012"
"2KZVWAVKI62NW0GCZCQ9HQH6FQEQI6","Digital sophistication How the Obama campaign guessed my income from my phone number via @Telegraph http://t.co/u4VuQuib","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 17:18:20 UTC 2012"
"20R2NJKM05BMW38SQ6TG1P9REDLGBS","How come I keep reading #Obama is ahead but @cnn says the two are tied at 49 each??","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 05:35:13 UTC 2012"
"2C2I62NJQ217F9NKIRXBSLCVIHNVNL","@NFLIreland not necessarily - it could mean Romney wins popular vote but Obama wins the electoral college &amp; therefore the election.","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 16:58:31 UTC 2012"
"29HVXX2Q45UUX0298X9W9NS8SMSR9O","One Last Chance to Kill Obamacare: Barack Obama's promise to cure the ills of our health care","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 15:44:23 UTC 2012"
"2F6CCF0CP5KX23WYASOYO4PMBTRVWC","@PhoenixJelly Obama has been a poor to mediocre president but a Romney win will make the planet a more dangerous place. Mediocrity will win.","ATBZC1F0M7F2F","afraid","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 00:02:56 UTC 2012"
"20R2NJKM05BMW38SQ6TG1P9REDLBGN","I'm praying that Romney wins the popular vote and the electorial college elects Obama. I want to see the Republicans reaction to that.","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 16:52:52 UTC 2012"
"21UJ011K274JKJY1OGS8V46U1L5BDD","If Obama doesn't win presidency. then America are obviously going against 'once you go black you never go back'","A2ZBYVQLDUZOV7","funny","ATBZC1F0M7F2F","mocking","No","no_agreement","Sun Nov 18 15:54:04 UTC 2012"
"2H6NNVRH1KHOMOU23HXN39LK0DQYPT","Barack Obama and the Democrats: Championing the American middle class http://t.co/04TT8x2p","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 01:16:54 UTC 2012"
"2EPH57DZKPFEHOUO9ND2DL8IDTSD3O","@JoeSquawk @beckyquickcnbc I hear Nate Silver predicts Obama winning by an overwhelming 86%. Garnering the ""revenge"" vote no doubt.","A2ZBYVQLDUZOV7","happy","A182JW8U6PO60U","hopeful","No","no_agreement","Sun Nov 18 00:11:37 UTC 2012"
"2PT727M0IGFKUNFHQPJVN4VIS0RZEZ","@WillieGeist please thank joe/Alabama football for sliding one more plus into the Obama column.","A182JW8U6PO60U","happy","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 12:34:11 UTC 2012"
"2DKDIPDOBDDPLZX7C44DGXMB7WW0B9","RT @Harlequinzel: Dear Americans: even if you feel positive that there's no way Obama can lose the election. vote for him anyway. Better","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 15:56:32 UTC 2012"
"2UV2AC9KSSZVA7G1WFLUSQOYKTBJ1G","RT @joethepatriotic: Great piece by one of the very best. @CarolineGlick of the Jerusalem Post: ""Obama and the Politics of Contempt"" htt","AL7M7T6WKQPIV","mocking","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 01:24:40 UTC 2012"
"24UWYB49F9SS5RBCTTFN0T5H9L1QUE","Obama nominates mega-donor's wife to U.N. post Israeli-American billionaire gave $1 million to Super PAC http://t.co/5ckho6XH","ATBZC1F0M7F2F","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 00:00:02 UTC 2012"
"2NA8SV7WGKCC8VZE4KU3UHAPUA5R1G","3. Investors would adopt a more defensive posture under Obama. but expect only a short lived equity selloff.","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 05:37:48 UTC 2012"
"2LTLYHVI44OSFUZ50NEE7SBATB53XH","@elle_day and the whole sexist thing...but I support him more than Obama by a long shot","A2ZBYVQLDUZOV7","mocking","A182JW8U6PO60U","none","No","no_agreement","Mon Nov 19 14:51:28 UTC 2012"
"2DS6X3YOCCF0PZJVPZKIVIIX2MXQRA","Richard Koo: Obama's policies were the correct response to the recession  http://t.co/xgQypvdv","A2ZBYVQLDUZOV7","happy","A2A2VSZ2C8PC19","none","No","no_agreement","Sun Nov 18 19:28:58 UTC 2012"
"2HXK0COK2JE1ZH3VCJCR46OZEITLS4","RT @Makaaayluh: God. I pray that Obama wins this election on Tuesday in Jesus precious name AMEN.","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","hopeful","No","no_agreement","Sun Nov 18 23:38:36 UTC 2012"
"29QSV7WGKCCVYVHN2DUMPAPQ8I1S2L","RT @BarackObama: The greatest responsibility I have as President is to keep the American people safe. Thats why I ended the war in Ira","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 15:51:38 UTC 2012"
"255NVRH1KHO9RQ5MZGEVHLKWB3GQZ3","@morningmika @JoeNBC @morning_joe How might have #Obama's infrastructure proposals blocked by #GOP possibly helped some of #Sandy problems?","A2ZBYVQLDUZOV7","none","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 01:13:27 UTC 2012"
"2BLK4F0OHOVREEW8CYTLH2HEG23234","Obama Heckled by Abortion Protester http://t.co/7CV4iszA","ATBZC1F0M7F2F","none","A2ZBYVQLDUZOV7","sad","No","no_agreement","Sun Nov 18 23:34:37 UTC 2012"
"2CUPWZ9RNDWI15F3Z2E3LTGU59RDSG","@stevelemois  i believe Obama is going to vote for romney. and Michelle wrote herself in...","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 05:36:23 UTC 2012"
"28UJK63ZVE3H4AY5AKH9RL5R7LUAZG","Obama. Romney Tied In Key States &amp; trying their best to win the hearts &amp; votes before heading to Chicago &amp; Boston for election night.","ATBZC1F0M7F2F","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 15:58:59 UTC 2012"
"2QKNJKM05BMJ64V9OC7TX9RABYYCHU","@MizCoretta Hello Coretta....make sure your VOTE count.don't be intimidated by anyone trying to suppress this election..VIVA OBAMA","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 23:33:21 UTC 2012"
"267SI2KYEPLS2HJVDWXWR3OALW6TN2","People Walk Out on Obama at Virginia Rally http://t.co/lMZJm20E via @BreitbartNews - who Bill Clinton excellent description!","ATBZC1F0M7F2F","funny","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 00:00:08 UTC 2012"
"29UXKNQY2RCJXGHANOUHZ0KUMGJR2X","RT @NialleersNandos: Obama better win tomorrow. And if he does. i just want to hear him say ""Nigga please"" once.","AL7M7T6WKQPIV","hopeful","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 07:39:24 UTC 2012"
"2A3B3L0FBJ9I1LXPB15VM5RPV8FYMX","Obama Claims to be Bipartisan at Rally. Blasts Tea Party Again (Video)","A2ZBYVQLDUZOV7","mocking","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:23:22 UTC 2012"
"2VUWA6X3YOCCSAQ0XUOP1INIM3QOP7","Really hope he doesn't win. Not just because Obama's black as well. but Romney's views are a bit #leaveit","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","sad","No","no_agreement","Mon Nov 19 07:47:18 UTC 2012"
"20Y5TYMNCWYBHJTKK2JH511JSTLKO3","RT @Pompanopete: @olretiree He also mentioned it would be ""on MY terms"" Obama the Country Jester.","A23S6QOSZH9TMT","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 16:13:06 UTC 2012"
"2K6U3K4F0OHO81FFA7BOAL92LK501Q","@mnnesotagirl  this is what's wrong in the big picture. We need a 3ed party.   Obama/ Romney are two different sides of the same coin.","A2ZBYVQLDUZOV7","mocking","A23S6QOSZH9TMT","sad","No","no_agreement","Sun Nov 18 16:02:13 UTC 2012"
"2JGU98JHSTLBGVEQ3T0IWBJENX7QEX","RT @JaylinLFinley: If you voted for Obama in 2008 to prove you weren't racist. then vote for Romney on Tuesday to prove you're not an id","A23S6QOSZH9TMT","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 17:33:57 UTC 2012"
"2IUSTMOFXRDSHSQC684N5JFM572URI","@fastwriter2: Sunday voting in Ohio draws throngs of Obama backers - Democratic Underground http://t.co/25YyopHV @hilaryr","A23S6QOSZH9TMT","happy","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 03:13:27 UTC 2012"
"2JMSMEZZ2MIKZXN50Z0YB8TW03B5MO","Not a Romney supporter. just wanted to say that both candidates seem dodgy. And to think if something happens to Obama. Biden becomes POTUS","A2ZBYVQLDUZOV7","mocking","A23S6QOSZH9TMT","sad","No","no_agreement","Sun Nov 18 15:52:02 UTC 2012"
"2FT49F9SSSHXEBXZF2K5P5F8NAGTXM","@mareleena haha.met a few the researchers the other day.Obama's win is better than Romney's.Good for us.slightly.haha.Yeah.He is.","A2ZBYVQLDUZOV7","funny","A23S6QOSZH9TMT","happy","No","no_agreement","Sun Nov 18 03:04:29 UTC 2012"
"2CZ8MZ9O9Z6K9EDX298HZRLFU6I1AJ","Obamas Army of Illegal Election Workers http://t.co/LnOI2Uas","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","mocking","No","no_agreement","Mon Nov 19 07:26:47 UTC 2012"
"2T1011K274J7MU47YBZNC6UXJI6CEE","NATE SILVER: Obama's Odds Of Winning Have Now Hit An Overwhelming 86% http://t.co/Bs5qg5ll","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 07:32:42 UTC 2012"
"2VMBLYHVI44O5CYWMI4NMZSBEVY2WB","RT @SterlingGirlTX: I just found out one of my friends got a 30 day time out from Facebook for posting this picture!!  Obama has FB nazi","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 01:30:50 UTC 2012"
"2JJO3W5XH0JP22WDC85PTSP79QEJD6","Summerfest Obama. Romney blitz swing states as Election Day nears  http://t.co/mZfepvZI","AL7M7T6WKQPIV","happy","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 07:55:18 UTC 2012"
"24UWYB49F9SS5RBCTTFN0T5H9L0UQH","Today Show Co-Host: Hurricane Sandy Sent to Obama Seemingly From Above to Help Him Court Independents http://t.co/bNFQLJG6","A2ZBYVQLDUZOV7","mocking","A182JW8U6PO60U","none","No","no_agreement","Sun Nov 18 02:36:04 UTC 2012"
"2LKAESCWY2AO1CUXEO7OWGQSGSZ00N","Forward. charismatic. excellent President Barack Obama. We want Obama as president again","A3169N2SCN3ENK","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 16:01:11 UTC 2012"
"24XSVGULF39556KY8B6SBNYNNHRAOE","Ther are so many other groups who would step up and do the same!!   HOWEVER!  THEY ARE WORRIED ABOUT MR. OBAMA IF... http://t.co/nQYAbDqq","A2JGEXY1LC5BAY","afraid","A182JW8U6PO60U","sad","No","no_agreement","Sun Nov 18 04:30:40 UTC 2012"
"2LX0OHOVR14IAU2DDJTHMCWAA3W56E","http://t.co/Aw657sFx Yes you can again! #Forward2012","A182JW8U6PO60U","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:07:49 UTC 2012"
"2ECYT3DHJHP4ONRV8EP8ZSX91991UU","RT @FredTheGur: @NFLIreland not necessarily - it could mean Romney wins popular vote but Obama wins the electoral college &amp; therefor","ATBZC1F0M7F2F","afraid","A182JW8U6PO60U","none","No","no_agreement","Sun Nov 18 15:39:58 UTC 2012"
"23WC1PC6SK9RWIJZRSQEPMAATSH1PY","I'll be glad when the American election is over and the media coverage dies down. #Obama needs to win this thing!","A2ZBYVQLDUZOV7","happy","A182JW8U6PO60U","hopeful","No","no_agreement","Sun Nov 18 16:05:18 UTC 2012"
"22OVCPWZ9RND9S26T2YSV3DTK0UQBX","We're one day away from #election day... Pres. Obama &amp; former Gov. Mitt Romney -- making last minute pitches for your vote. Latest at 5:01.","A3169N2SCN3ENK","hopeful","A182JW8U6PO60U","none","No","no_agreement","Sun Nov 18 02:36:22 UTC 2012"
"2GXYQS1CSTMOS75OKE9C9EYDR3CMPR","@CrazyCarmita: You know I was thinking  about how Obama criticizes Romney for his money! There is reason he has money. it's called success.","A3169N2SCN3ENK","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 15:27:47 UTC 2012"
"2YN7DZKPFE4ETNVOECWLGI9N32ZF5R","People Walk Out on Obama at Virginia Rally http://t.co/c2eVlb2G via @BreitbartNews","A3169N2SCN3ENK","angry","A2ZBYVQLDUZOV7","sad","No","no_agreement","Sun Nov 18 15:37:11 UTC 2012"
"2ELYOCCF0CP5X734AX9I5YG4TSZUTV","RT @NoVaTyler: NC OFFICIALS investigate hanged Obama effigy at early voting site http://t.co/wcw9qCy8 / KEEP IT CLASSY","A182JW8U6PO60U","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 16:03:53 UTC 2012"
"2FQE4BLYHVI4HY6DCVL8LNEZWH40UR","US election debate in the office: No one likes Mitt. everyone would vote for Obama and even the Lesbian would shag Bill Clinton.","A2ZBYVQLDUZOV7","funny","ATBZC1F0M7F2F","mocking","No","no_agreement","Sun Nov 18 15:42:23 UTC 2012"
"2ZB3HVWAVKI6FXX1UBY2799QLC4GOW","@Original_JT agreed. just don't think obama is the man...positive discrimination will more than likely keep him in","A2ZBYVQLDUZOV7","angry","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 14:30:07 UTC 2012"
"2Y9RLFQ0ONNV4RFV9Y0EORB7ATOJS0","201ident Obama at the rally in Cincinnati last night :) http://t.co/jILe5TTq","AL7M7T6WKQPIV","happy","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 01:24:55 UTC 2012"
"2FN8B727M0IGSUVOTGPF0VF4ZOHCXN","Watching the news and damn they making my boy Obama look bad...","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 07:20:07 UTC 2012"
"26R746OQ1SNQ3H4HZAW1YKCNV7VO4H","If i were eligible to vote i would vote for Obama.I supported him in in 2008.still support him now.","A2ZBYVQLDUZOV7","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 23:36:05 UTC 2012"
"29E6NG1FS3NY0TP97B6Z0ZL21XTLZ9","@AmericaLuvsMitt wonder why he was out campaigning so darn hard for Obama then","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","none","No","no_agreement","Mon Nov 19 01:02:16 UTC 2012"
"2JSC9KSSZVXXF0IGM4BQWYGNM2UL3C","RT @MusaddiqueTofa: Go out and vote Obama. This is not just about obama. it is also about your mama. #VoteObama #Democrats","A2ZBYVQLDUZOV7","funny","AL7M7T6WKQPIV","hopeful","No","no_agreement","Mon Nov 19 17:07:17 UTC 2012"
"2Q69Z6KW4ZMACRV2JV6Q8ONNZXAF67","Barack Obama Europe Berlin-Tempelhof : Volunteer to Get Out the Vote http://t.co/VsmXUgos","A3169N2SCN3ENK","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Mon Nov 19 02:00:08 UTC 2012"
"2ROX3YOCCF0C2FY8H39NQIXYKAISR1","@yahya_ibrahim it could be any of them cos the race is so close. The political pundits are predicting Obama victory.","A2ZBYVQLDUZOV7","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 07:50:35 UTC 2012"
"2J9CJK63ZVE3U1EVMS1QHJL5V98Y9Y","RT @BarackObama: President Obama: ""You know where I stand. and you know what I believe. You know that I tell the truth.""","A2ZBYVQLDUZOV7","happy","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 19 10:32:02 UTC 2012"
"28K4SMEZZ2MIXW1KMIG9638T02Q4LG","Everybody do what ever you can to help n a family member to help n a stranger that is able to vote help them vote. #Obama","A2ZBYVQLDUZOV7","happy","AL7M7T6WKQPIV","hopeful","No","no_agreement","Mon Nov 19 01:25:31 UTC 2012"
"295TL0XULRGN6LXEEW4XDFP7RCW3PT","@ThePlumLineGS Romney backers think Obama will take away their Medicare and that Obama is a Muslim born in Kenya.","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 22:36:31 UTC 2012"
"2N2W4ZMAZHHR4VT1SYEN3RH1ONHJA4","RT @karbripal: This Never Made It To Our News  Why Not?  Obama Donates 7 Alaska Islands to Putin for Zero Dollars http://t.co/zGhupX4b","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 05:31:34 UTC 2012"
"2FE2GTP9RA7SI60CYJPSWF70NSAVQ8","RT @TexasRV: Dear Lord. We sincerely pray you bless us with a Romney victory. We do not want the Godless path Obama and the Left have ch","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","hopeful","No","no_agreement","Sun Nov 18 18:14:12 UTC 2012"
"2FN8B727M0IGSUVOTGPF0VF4ZOGXC7","RT @SaiFNaBiL: Ok we all talk about the Obama/Romney attack ads yet the local NC ads are completely ridiculous and worse in every way","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","none","No","no_agreement","Sun Nov 18 23:34:21 UTC 2012"
"2JMSMEZZ2MIKZXN50Z0YB8TW03BM55","RT @MeepisMurder: how come people care so much about obama being american instead of him being human. where's the earth certificate","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","mocking","No","no_agreement","Mon Nov 19 05:37:27 UTC 2012"
"294EZZ2MIKMNM4M018U81WWXM9LO71","RT @ritholtz: WHY OHIO IS NOT IN PLAY:  Obamas U.S. Auto Industry Better Off Than Four Years Ago http://t.co/YJap60de via @BloombergNews","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 23:50:31 UTC 2012"
"2C6X7H57DZKPSOIP8N8DU25LCO31BE","Obama is not black. He is white. HIs nickname in college was BARRY. That is the 3rd most common name for a white man #ChrisRock","AL7M7T6WKQPIV","funny","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 01:26:22 UTC 2012"
"21ASZVXX2Q4574Y1G87NQW1NWEGP7I","Romney Ties with Obama in VERY BIASED CNN Poll (Good  news for the GOP)... http://t.co/WpMUFyam","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","hopeful","No","no_agreement","Sun Nov 18 15:52:11 UTC 2012"
"28YNTBJ3MMDXIP3IFGTKPB9MH3GXB0","RT @Charles_HRH: Text from President Obama: ""If Mitt Romney wins. please revoke American independence"". One is already considering it.","A182JW8U6PO60U","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Sun Nov 18 12:33:20 UTC 2012"
"2DO18N46UXFCQEJ84OKNLSNTOOGQSY","I know the sun doesn't shine out of #Obama's arse. but i'd hate to see #Romney become president #uselection #damagelimitation","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Sun Nov 18 23:32:15 UTC 2012"
"28UJK63ZVE3H4AY5AKH9RL5R7LTZA4","RT @Swingucla: Eight to ten million. Thats the number of people who would lose eligibility for food stamps under the Ryan budget http:/","A2ZBYVQLDUZOV7","angry","AL7M7T6WKQPIV","sad","No","no_agreement","Mon Nov 19 02:53:17 UTC 2012"
"204JUNU8LZ6RKAUGJJZDGJ3VIDPJ38","RT @tomlaneau: Despite his faults as a human and a leader. #Obama is a far better choice for the world than a man who thinks the body ca","AL7M7T6WKQPIV","happy","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 01:04:44 UTC 2012"
"2787Q67051QKPX5CU3HC9XMGM6OYE8","@AsianBizAlaska Its actually an insult to orangutans.  Obama wishes he was that smart @alerod1222  @fubaglady","A2ZBYVQLDUZOV7","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Sun Nov 18 16:03:02 UTC 2012"
"2MTMJTUHYW2G6ZN22HJ54M16D4LJO3","This Jay Z 4 Obama commercial on my radio--smh. Its too early","AL7M7T6WKQPIV","angry","A2ZBYVQLDUZOV7","mocking","No","no_agreement","Mon Nov 19 01:40:51 UTC 2012"
"24192NJKM05BZT7598N2OTP9VG0AFS","RT @eavesdropann: Obama must hold GOP turf to win Northern Virginia http://t.co/RMBf5vNP","A3169N2SCN3ENK","hopeful","A2ZBYVQLDUZOV7","none","No","no_agreement","Sun Nov 18 18:47:29 UTC 2012"
"27MJ3NAB6BFMSP29QSK11JFDKKLGTI","RT @GStuedler: Joeyboy. I guarantee that if the House does not work with Obama in 2013...there will be some big changes in 2014...watch","AL7M7T6WKQPIV","afraid","A2ZBYVQLDUZOV7","hopeful","No","no_agreement","Mon Nov 19 07:18:53 UTC 2012"
